Ranking,Game_Name,Platform,Release_Year,Genre,Publisher,North_America_Sales,Europe_Sales,Japan_Sales,Other_Regions_Sales,Total_Global_Sales,Year_int
4803,congo bongo,2600,1982-01-01,Action,Sega,0.37,0.02,0.0,0.0,0.4,1982.0
4804,gauntlet: seven sorrows,PS2,2005-01-01,Role-Playing,Midway Games,0.2,0.15,0.0,0.05,0.4,2005.0
4805,harry potter: quidditch world cup,GC,2003-01-01,Sports,Electronic Arts,0.31,0.08,0.0,0.01,0.4,2003.0
4806,advance wars: dual strike,DS,2005-01-01,Strategy,Nintendo,0.3,0.03,0.04,0.03,0.4,2005.0
4807,yu-gi-oh! 5d's stardust accelerator: world championship 2009,DS,2009-01-01,Action,Konami Digital Entertainment,0.27,0.01,0.09,0.03,0.4,2009.0
4808,warriors orochi 2 (jp sales),PS2,2008-01-01,Action,Tecmo Koei,0.0,0.0,0.4,0.0,0.4,2008.0
4809,wwe smackdown! vs. raw 2006,PSP,2005-01-01,Fighting,THQ,0.36,0.01,0.0,0.03,0.4,2005.0
4810,the chronicles of narnia: prince caspian,PS2,2008-01-01,Action,Disney Interactive Studios,0.2,0.15,0.0,0.05,0.4,2008.0
4811,the incredibles: rise of the underminer,GBA,2005-01-01,Action,THQ,0.29,0.11,0.0,0.01,0.4,2005.0
4812,pet in tv,PS,1997-01-01,Strategy,Sony Computer Entertainment,0.0,0.0,0.38,0.03,0.4,1997.0
4813,battalion wars,GC,2005-01-01,Strategy,Nintendo,0.25,0.07,0.07,0.01,0.4,2005.0
4814,nba shootout 2000,PS,1999-01-01,Sports,989 Studios,0.22,0.15,0.0,0.03,0.4,1999.0
4815,power rangers: dino thunder,GC,2004-01-01,Action,THQ,0.31,0.08,0.0,0.01,0.4,2004.0
4816,rocksmith 2014,XOne,2014-01-01,Misc,Ubisoft,0.29,0.08,0.0,0.04,0.4,2014.0
4817,samurai shodown,SNES,1994-01-01,Fighting,Takara,0.0,0.0,0.4,0.0,0.4,1994.0
4818,nhl 15,XOne,2014-01-01,Sports,Electronic Arts,0.31,0.06,0.0,0.03,0.4,2014.0
4819,tmnt,Wii,2007-01-01,Action,Ubisoft,0.34,0.03,0.0,0.03,0.4,2007.0
4820,final fantasy crystal chronicles: the crystal bearers,Wii,2009-01-01,Action,Square Enix,0.22,0.08,0.08,0.03,0.4,2009.0
4821,cabela's big game hunter 2010,PS3,2009-01-01,Sports,Activision Value,0.37,0.0,0.0,0.03,0.4,2009.0
4822,ea sports ufc 2,XOne,2016-01-01,Sports,Electronic Arts,0.23,0.14,0.0,0.04,0.4,2016.0
4823,fighting vipers,SAT,1995-01-01,Fighting,Sega,0.0,0.0,0.4,0.0,0.4,1995.0
4824,ncaa gamebreaker 2000,PS,1999-01-01,Sports,989 Studios,0.22,0.15,0.0,0.03,0.4,1999.0
4825,iron man 2,PS3,2010-01-01,Action,Sega,0.14,0.19,0.0,0.07,0.4,2010.0
4826,the legend of spyro: dawn of the dragon,PS2,2008-01-01,Platform,Vivendi Games,0.12,0.01,0.0,0.27,0.4,2008.0
4827,akb1/48: idol to guam de koishitara...,PSP,2011-01-01,Misc,Namco Bandai Games,0.0,0.0,0.4,0.0,0.4,2011.0
4828,rr64: ridge racer 64,N64,1999-01-01,Racing,Nintendo,0.32,0.07,0.0,0.0,0.4,1999.0
4829,top gear rally,N64,1997-01-01,Racing,Kemco,0.32,0.07,0.0,0.0,0.4,1997.0
4830,nfl quarterback club 2000,N64,1999-01-01,Sports,Acclaim Entertainment,0.37,0.03,0.0,0.0,0.4,1999.0
4831,mortal kombat mythologies: sub-zero,N64,1997-01-01,Fighting,Midway Games,0.32,0.07,0.0,0.0,0.4,1997.0
4832,18 wheeler: american pro trucker,PS2,2001-01-01,Racing,Acclaim Entertainment,0.2,0.15,0.0,0.05,0.4,2001.0
4833,atari anthology,PS2,2004-01-01,Misc,Atari,0.33,0.01,0.0,0.05,0.4,2004.0
4834,bugs bunny: lost in time,PS,1999-01-01,Platform,Infogrames,0.22,0.15,0.0,0.03,0.4,1999.0
4835,nba jam,X360,2010-01-01,Sports,Electronic Arts,0.27,0.1,0.0,0.03,0.4,2010.0
4836,sherlock holmes: the mystery of the mummy,DS,2009-01-01,Adventure,Focus Home Interactive,0.06,0.3,0.0,0.04,0.4,2009.0
4837,hot wheels: beat that!,PS2,2007-01-01,Racing,Activision,0.2,0.15,0.0,0.05,0.4,2007.0
4838,mlb 2006,PS2,2005-01-01,Sports,Sony Computer Entertainment,0.33,0.01,0.0,0.05,0.4,2005.0
4839,star wars the clone wars: republic heroes,X360,2009-01-01,Action,LucasArts,0.18,0.17,0.0,0.04,0.4,2009.0
4840,brunswick pro bowling,PS2,2007-01-01,Sports,505 Games,0.2,0.15,0.0,0.05,0.4,2007.0
4841,mafia ii,PC,2010-01-01,Action,Take-Two Interactive,0.17,0.17,0.0,0.06,0.4,2010.0
4842,rocket power: dream scheme,GBA,2001-01-01,Action,THQ,0.29,0.11,0.0,0.01,0.4,2001.0
4843,spongebob's truth or square (us sales),Wii,2009-01-01,Action,THQ,0.38,0.01,0.0,0.0,0.4,2009.0
4844,mx vs. atv unleashed,XB,2005-01-01,Racing,THQ,0.32,0.07,0.0,0.01,0.4,2005.0
4845,rampage: total destruction,GC,2006-01-01,Action,Midway Games,0.31,0.08,0.0,0.01,0.4,2006.0
4846,planet 51,DS,2009-01-01,Action,Sega,0.22,0.14,0.0,0.04,0.4,2009.0
4847,the urbz: sims in the city,GC,2004-01-01,Simulation,Electronic Arts,0.24,0.14,0.0,0.02,0.4,2004.0
4848,road rash: jailbreak,PS,1999-01-01,Racing,Electronic Arts,0.22,0.15,0.0,0.03,0.4,1999.0
4849,mother 3,GBA,2006-01-01,Role-Playing,Nintendo,0.0,0.0,0.39,0.01,0.4,2006.0
4850,nicktoons: freeze frame frenzy,GBA,2004-01-01,Action,THQ,0.29,0.11,0.0,0.01,0.4,2004.0
4851,diner dash: sizzle & serve,DS,2007-01-01,Puzzle,Eidos Interactive,0.34,0.03,0.0,0.03,0.4,2007.0
4852,rapala pro bass fishing 2010,X360,2010-01-01,Sports,Activision,0.32,0.05,0.0,0.03,0.4,2010.0
4853,legends of wrestlemania,X360,2009-01-01,Fighting,THQ,0.2,0.16,0.0,0.04,0.4,2009.0
4854,wii sports club,WiiU,2014-01-01,Sports,Nintendo,0.19,0.14,0.04,0.03,0.4,2014.0
4855,tomb raider: anniversary,X360,2007-01-01,Action,Eidos Interactive,0.12,0.23,0.0,0.05,0.4,2007.0
4856,you don't know jack,PS,1999-01-01,Misc,Vivendi Games,0.22,0.15,0.0,0.03,0.4,1999.0
4857,mystery dungeon: shiren the wanderer,SNES,1995-01-01,Role-Playing,ChunSoft,0.0,0.0,0.4,0.0,0.4,1995.0
4858,sonic lost world,WiiU,2013-01-01,Platform,Sega,0.24,0.12,0.01,0.03,0.4,2013.0
4859,condemned 2: bloodshot,PS3,2008-01-01,Action,Sega,0.17,0.16,0.0,0.07,0.4,2008.0
4860,silent hill: homecoming,PS3,,Action,Konami Digital Entertainment,0.18,0.15,0.0,0.06,0.4,
4861,star wars: clone wars,GC,2002-01-01,Shooter,Activision,0.31,0.08,0.0,0.01,0.4,2002.0
4862,nba live 2002,XB,2001-01-01,Sports,Electronic Arts,0.35,0.03,0.0,0.02,0.4,2001.0
4863,boku no natsuyasumi,PS,2000-01-01,Adventure,Sony Computer Entertainment,0.0,0.0,0.37,0.03,0.4,2000.0
4864,armored core v,PS3,2012-01-01,Simulation,Namco Bandai Games,0.09,0.04,0.24,0.02,0.4,2012.0
4865,i-ninja,PS2,2003-01-01,Platform,Sony Computer Entertainment,0.19,0.15,0.0,0.05,0.4,2003.0
4866,command & conquer,PS,1996-01-01,Strategy,Virgin Interactive,0.22,0.15,0.0,0.03,0.4,1996.0
4867,harvest moon: save the homeland,PS2,,Simulation,Unknown,0.19,0.15,0.0,0.05,0.4,
4868,nba jam,PS3,2010-01-01,Sports,Electronic Arts,0.22,0.12,0.0,0.06,0.4,2010.0
4869,mass effect 2,PC,2010-01-01,Role-Playing,Electronic Arts,0.01,0.32,0.0,0.07,0.4,2010.0
4870,sd gundam g generation seed,PS2,2004-01-01,Strategy,Namco Bandai Games,0.0,0.0,0.4,0.0,0.4,2004.0
4871,call of duty: finest hour,GC,2004-01-01,Shooter,Activision,0.31,0.08,0.0,0.01,0.4,2004.0
4872,scooby-doo! and the spooky swamp,DS,2010-01-01,Action,Warner Bros. Interactive Entertainment,0.26,0.1,0.0,0.03,0.4,2010.0
4873,naruto: path of the ninja,DS,2007-01-01,Role-Playing,D3Publisher,0.37,0.0,0.0,0.03,0.4,2007.0
4874,rise of the tomb raider,X360,2015-01-01,Adventure,Square Enix,0.17,0.19,0.0,0.03,0.4,2015.0
4875,hitman: blood money,X360,2006-01-01,Action,Eidos Interactive,0.29,0.06,0.01,0.03,0.4,2006.0
4876,tales of phantasia,SNES,1995-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.4,0.0,0.4,1995.0
4877,alpha protocol,X360,2010-01-01,Role-Playing,Sega,0.23,0.13,0.0,0.04,0.4,2010.0
4878,suzuki tt superbikes,PS2,2005-01-01,Racing,Jester Interactive,0.33,0.01,0.0,0.05,0.4,2005.0
4879,rumble roses,PS2,2004-01-01,Fighting,Konami Digital Entertainment,0.19,0.15,0.0,0.05,0.39,2004.0
4880,just dance 2014,PS3,2013-01-01,Misc,Ubisoft,0.17,0.15,0.0,0.07,0.39,2013.0
4881,fantastic four: rise of the silver surfer,PS2,2007-01-01,Action,Take-Two Interactive,0.19,0.15,0.0,0.05,0.39,2007.0
4882,ultimate spider-man,XB,2005-01-01,Action,Activision,0.26,0.11,0.0,0.02,0.39,2005.0
4883,grid 2,PS3,2013-01-01,Racing,Codemasters,0.07,0.23,0.01,0.09,0.39,2013.0
4884,lego the lord of the rings,3DS,2012-01-01,Action,Warner Bros. Interactive Entertainment,0.19,0.17,0.0,0.03,0.39,2012.0
4885,juiced 2: hot import nights,PS2,2007-01-01,Racing,THQ,0.19,0.15,0.01,0.05,0.39,2007.0
4886,skylanders: superchargers,PS3,2015-01-01,Action,Activision,0.15,0.18,0.0,0.06,0.39,2015.0
4887,nhl 99,N64,1998-01-01,Sports,Electronic Arts,0.38,0.01,0.0,0.0,0.39,1998.0
4888,nba 2k10,Wii,2009-01-01,Sports,Take-Two Interactive,0.36,0.0,0.0,0.03,0.39,2009.0
4889,dungeon siege iii,PS3,2011-01-01,Role-Playing,Square Enix,0.17,0.14,0.03,0.06,0.39,2011.0
4890,viking: battle for asgard,PS3,2008-01-01,Action,Sega,0.14,0.18,0.0,0.07,0.39,2008.0
4891,brunswick pro bowling,Wii,2007-01-01,Sports,505 Games,0.36,0.01,0.0,0.03,0.39,2007.0
4892,monster jam: urban assault,DS,2008-01-01,Racing,Activision,0.37,0.0,0.0,0.03,0.39,2008.0
4893,danball senki,PSP,2011-01-01,Role-Playing,Level 5,0.0,0.0,0.39,0.0,0.39,2011.0
4894,nascar heat,PS,2000-01-01,Racing,Hasbro Interactive,0.22,0.15,0.0,0.03,0.39,2000.0
4895,bloody roar,PS,1997-01-01,Fighting,Virgin Interactive,0.22,0.15,0.0,0.03,0.39,1997.0
4896,bump 'n' jump,2600,1982-01-01,Racing,Mattel Interactive,0.37,0.02,0.0,0.0,0.39,1982.0
4897,mobile suit gundam: lost war chronicles,PS2,2002-01-01,Shooter,Namco Bandai Games,0.0,0.0,0.39,0.0,0.39,2002.0
4898,disney's brother bear,GBA,2003-01-01,Action,THQ,0.28,0.1,0.0,0.01,0.39,2003.0
4899,naruto: clash of ninja revolution 2,Wii,2008-01-01,Fighting,Tomy Corporation,0.34,0.02,0.0,0.03,0.39,2008.0
4900,nba live 09,PS2,2008-01-01,Sports,Electronic Arts,0.32,0.01,0.01,0.05,0.39,2008.0
4901,lego star wars iii: the clone wars,PSP,2011-01-01,Action,LucasArts,0.14,0.17,0.0,0.09,0.39,2011.0
4902,the house of the dead iii,XB,2002-01-01,Shooter,Sega,0.29,0.08,0.0,0.01,0.39,2002.0
4903,rune factory: frontier,Wii,2008-01-01,Role-Playing,Rising Star Games,0.18,0.14,0.04,0.04,0.39,2008.0
4904,fire emblem: fuuin no tsurugi,GBA,2002-01-01,Role-Playing,Nintendo,0.0,0.0,0.39,0.0,0.39,2002.0
4905,spongebob's truth or square (us sales),PSP,2009-01-01,Action,THQ,0.39,0.0,0.0,0.0,0.39,2009.0
4906,fifa 12,3DS,2011-01-01,Sports,Electronic Arts,0.08,0.26,0.0,0.05,0.39,2011.0
4907,ener-g: gym rockets,DS,2008-01-01,Sports,Ubisoft,0.36,0.0,0.0,0.03,0.39,2008.0
4908,the darkness ii,X360,2012-01-01,Shooter,Take-Two Interactive,0.24,0.12,0.0,0.03,0.39,2012.0
4909,nba live 09,PSP,2008-01-01,Sports,Electronic Arts,0.23,0.07,0.03,0.06,0.39,2008.0
4910,laser blast,2600,1981-01-01,Action,Activision,0.37,0.02,0.0,0.0,0.39,1981.0
4911,dancing with the stars: we dance!,DS,2008-01-01,Misc,Activision,0.36,0.0,0.0,0.03,0.39,2008.0
4912,locoroco,PSP,2006-01-01,Platform,Sony Computer Entertainment,0.14,0.05,0.16,0.04,0.39,2006.0
4913,thrasher presents: skate and destroy,PS,1998-01-01,Sports,Take-Two Interactive,0.22,0.15,0.0,0.03,0.39,1998.0
4914,are you smarter than a 5th grader? make the grade,DS,2008-01-01,Misc,THQ,0.36,0.0,0.0,0.03,0.39,2008.0
4915,donkey konga 2,GC,2004-01-01,Misc,Nintendo,0.3,0.08,0.0,0.01,0.39,2004.0
4916,just dance 2014,PS4,2013-01-01,Misc,Ubisoft,0.18,0.16,0.0,0.05,0.39,2013.0
4917,metal gear solid: the legacy collection,PS3,2013-01-01,Adventure,Konami Digital Entertainment,0.31,0.01,0.03,0.05,0.39,2013.0
4918,tear ring saga yutona eiyuu senki,PS,2001-01-01,Role-Playing,Enterbrain,0.0,0.0,0.37,0.03,0.39,2001.0
4919,project x zone,3DS,2012-01-01,Role-Playing,Namco Bandai Games,0.18,0.04,0.15,0.02,0.39,2012.0
4920,red faction: armageddon,X360,2011-01-01,Shooter,THQ,0.18,0.17,0.01,0.04,0.39,2011.0
4921,wipeout 2048,PSV,2012-01-01,Racing,Sony Computer Entertainment,0.14,0.19,0.0,0.06,0.39,2012.0
4922,need for speed: nitro,DS,2009-01-01,Racing,Electronic Arts,0.22,0.13,0.0,0.04,0.39,2009.0
4923,mystery case files: the malgrave incident,Wii,2011-01-01,Adventure,Nintendo,0.19,0.17,0.0,0.03,0.39,2011.0
4924,yoshi touch & go,DS,2005-01-01,Platform,Nintendo,0.34,0.02,0.0,0.03,0.39,2005.0
4925,ea sports active 2,X360,2010-01-01,Sports,Electronic Arts,0.18,0.17,0.0,0.04,0.39,2010.0
4926,combat of giants: dinosaurs 3d,3DS,2011-01-01,Strategy,Ubisoft,0.25,0.06,0.05,0.03,0.39,2011.0
4927,taiko no tatsujin wii: ketteiban,Wii,2011-01-01,Misc,Namco Bandai Games,0.0,0.0,0.39,0.0,0.39,2011.0
4928,age of empires iii,PC,2005-01-01,Strategy,Microsoft Game Studios,0.0,0.32,0.0,0.07,0.39,2005.0
4929,ssx 3,XB,2003-01-01,Sports,Electronic Arts,0.29,0.08,0.0,0.01,0.39,2003.0
4930,mlb 15: the show,PS3,2015-01-01,Sports,Sony Computer Entertainment,0.3,0.01,0.0,0.07,0.39,2015.0
4931,madden nfl 2005,GBA,2004-01-01,Sports,Electronic Arts,0.28,0.1,0.0,0.01,0.39,2004.0
4932,all-star baseball 2000,N64,1999-01-01,Sports,Acclaim Entertainment,0.36,0.03,0.0,0.0,0.39,1999.0
4933,custom robo v2,N64,2000-01-01,Fighting,Nintendo,0.0,0.0,0.34,0.05,0.39,2000.0
4934,extreme-g: xg2,N64,1998-01-01,Racing,Acclaim Entertainment,0.31,0.07,0.0,0.0,0.39,1998.0
4935,battletanx: global assault,N64,1999-01-01,Action,3DO,0.31,0.07,0.0,0.0,0.39,1999.0
4936,robert ludlum's the bourne conspiracy,PS3,,Action,Vivendi Games,0.18,0.14,0.0,0.06,0.39,
4937,chibi-robo! plug into adventure!,GC,2005-01-01,Adventure,Nintendo,0.23,0.06,0.09,0.01,0.39,2005.0
4938,dawn of discovery,PC,2009-01-01,Simulation,Ubisoft,0.0,0.32,0.0,0.07,0.39,2009.0
4939,jampack winter 2003 (rp-t),PS2,2003-01-01,Misc,Sony Computer Entertainment,0.19,0.15,0.0,0.05,0.39,2003.0
4940,dancing with the stars: we dance!,Wii,2008-01-01,Misc,Activision,0.36,0.0,0.0,0.03,0.39,2008.0
4941,kengo: master of bushido,PS2,2000-01-01,Fighting,Ubisoft,0.16,0.13,0.06,0.04,0.39,2000.0
4942,blood omen 2,PS2,2002-01-01,Action,Eidos Interactive,0.19,0.15,0.0,0.05,0.39,2002.0
4943,sesame street: elmo's a-to-zoo adventure,Wii,2010-01-01,Misc,Warner Bros. Interactive Entertainment,0.37,0.0,0.0,0.02,0.39,2010.0
4944,skylanders giants,WiiU,2012-01-01,Action,Activision,0.23,0.12,0.0,0.04,0.39,2012.0
4945,just dance 4,WiiU,2012-01-01,Misc,Ubisoft,0.22,0.14,0.0,0.03,0.39,2012.0
4946,super fire prowrestling,SNES,1991-01-01,Fighting,Human Entertainment,0.0,0.0,0.39,0.0,0.39,1991.0
4947,cabela's dangerous hunts 2,PS2,2005-01-01,Sports,Activision,0.19,0.15,0.0,0.05,0.39,2005.0
4948,marvel: ultimate alliance,PS3,2006-01-01,Role-Playing,Activision,0.33,0.02,0.0,0.04,0.39,2006.0
4949,spongebob vs the big one: beach party cook off,DS,2009-01-01,Adventure,THQ,0.24,0.11,0.0,0.04,0.39,2009.0
4950,motogp 08,PS3,2008-01-01,Racing,Capcom,0.07,0.24,0.0,0.08,0.39,2008.0
4951,imagine: party babyz,Wii,2008-01-01,Simulation,Ubisoft,0.34,0.02,0.0,0.03,0.39,2008.0
4952,chessmaster,PS2,2003-01-01,Misc,Ubisoft,0.19,0.15,0.0,0.05,0.39,2003.0
4953,tiger woods pga tour 14,PS3,2013-01-01,Sports,Electronic Arts,0.16,0.15,0.0,0.07,0.39,2013.0
4954,fatal fury,SNES,1992-01-01,Fighting,Takara,0.0,0.0,0.39,0.0,0.39,1992.0
4955,farming simulator 2013,X360,2013-01-01,Simulation,Focus Home Interactive,0.22,0.13,0.0,0.03,0.39,2013.0
4956,from tv animation one piece: yume no lufy kaizokudan tanjou!,GB,2001-01-01,Role-Playing,Banpresto,0.0,0.0,0.39,0.0,0.39,2001.0
4957,the dog island,Wii,2007-01-01,Adventure,Ubisoft,0.35,0.01,0.0,0.03,0.39,2007.0
4958,madden nfl football,3DS,2011-01-01,Sports,Electronic Arts,0.36,0.01,0.0,0.03,0.39,2011.0
4959,the sims 2,GBA,2005-01-01,Simulation,Electronic Arts,0.28,0.1,0.0,0.01,0.39,2005.0
4960,ice age 2: the meltdown,PS2,2006-01-01,Platform,Vivendi Games,0.19,0.15,0.0,0.05,0.39,2006.0
4961,mlb 14: the show,PS3,2014-01-01,Sports,Sony Computer Entertainment America,0.35,0.0,0.0,0.04,0.39,2014.0
4962,super famista 3,SNES,1994-01-01,Sports,Namco Bandai Games,0.0,0.0,0.39,0.0,0.39,1994.0
4963,auto modellista,PS2,2002-01-01,Racing,Capcom,0.19,0.15,0.0,0.05,0.39,2002.0
4964,tom clancy's ghost recon 2: summit strike,XB,2005-01-01,Shooter,Ubisoft,0.29,0.08,0.0,0.01,0.39,2005.0
4965,junior classic games,DS,2009-01-01,Misc,Avanquest,0.26,0.09,0.0,0.03,0.39,2009.0
4966,hooked! again: real motion fishing,Wii,2009-01-01,Sports,505 Games,0.36,0.0,0.0,0.03,0.39,2009.0
4967,tiger woods pga tour 08,PS2,2007-01-01,Sports,Electronic Arts,0.19,0.15,0.0,0.05,0.39,2007.0
4968,karaoke revolution presents american idol encore,PS2,2008-01-01,Misc,Konami Digital Entertainment,0.19,0.15,0.0,0.05,0.39,2008.0
4969,airlock,2600,1981-01-01,Action,Data Age,0.36,0.02,0.0,0.0,0.39,1981.0
4970,tokimeki memorial 2,PS,1999-01-01,Simulation,Konami Digital Entertainment,0.0,0.0,0.36,0.03,0.39,1999.0
4971,samurai warriors chronicles,3DS,2011-01-01,Action,Tecmo Koei,0.12,0.05,0.2,0.01,0.39,2011.0
4972,tomb raider: legend,X360,2006-01-01,Action,Eidos Interactive,0.27,0.08,0.01,0.03,0.39,2006.0
4973,ice age: dawn of the dinosaurs,DS,2009-01-01,Action,Activision,0.2,0.15,0.0,0.04,0.39,2009.0
4974,dance party: pop hits,Wii,2009-01-01,Misc,Nordic Games,0.0,0.36,0.0,0.02,0.39,2009.0
4975,harry potter: quidditch world cup,GBA,2003-01-01,Sports,Electronic Arts,0.28,0.1,0.0,0.01,0.39,2003.0
4976,jam sessions: sing and play guitar (us sales),DS,2007-01-01,Misc,Ubisoft,0.38,0.0,0.0,0.0,0.38,2007.0
4977,saints row iv,PS4,2015-01-01,Action,Deep Silver,0.13,0.17,0.03,0.06,0.38,2015.0
4978,evil dead: fistfull of boomstick,PS2,2003-01-01,Action,THQ,0.19,0.15,0.0,0.05,0.38,2003.0
4979,one piece: unlimited world red,3DS,2013-01-01,Action,Namco Bandai Games,0.05,0.04,0.28,0.01,0.38,2013.0
4980,phantasy star ø,DS,2008-01-01,Role-Playing,Sega,0.16,0.0,0.2,0.01,0.38,2008.0
4981,triple play 97,PS,1996-01-01,Sports,Electronic Arts Victor,0.21,0.15,0.0,0.03,0.38,1996.0
4982,virtua tennis 2009,PS3,2009-01-01,Sports,Sega,0.09,0.23,0.0,0.07,0.38,2009.0
4983,super soccer,SNES,1991-01-01,Sports,Nintendo,0.0,0.0,0.38,0.0,0.38,1991.0
4984,shin megami tensei: nocturne,PS2,2003-01-01,Role-Playing,Ghostlight,0.07,0.05,0.25,0.02,0.38,2003.0
4985,wario land ii (gbc),GB,1998-01-01,Platform,Nintendo,0.0,0.0,0.38,0.0,0.38,1998.0
4986,san francisco rush: extreme racing,PS,1997-01-01,Racing,GT Interactive,0.21,0.15,0.0,0.03,0.38,1997.0
4987,dragon's crown,PSV,2013-01-01,Role-Playing,Nippon Ichi Software,0.16,0.05,0.12,0.05,0.38,2013.0
4988,bakusou dekotora densetsu: otoko ippiki yume kaidoi,PS,1998-01-01,Racing,Human Entertainment,0.0,0.0,0.36,0.03,0.38,1998.0
4989,imagine: salon stylist,DS,2009-01-01,Simulation,Ubisoft,0.24,0.11,0.0,0.04,0.38,2009.0
4990,espn college hoops 2k5,XB,2004-01-01,Sports,Sega,0.29,0.08,0.0,0.01,0.38,2004.0
4991,looney tunes: acme arsenal,PS2,2007-01-01,Action,Warner Bros. Interactive Entertainment,0.19,0.15,0.0,0.05,0.38,2007.0
4992,cabela's dangerous hunts 2009,Wii,2008-01-01,Sports,Activision Value,0.36,0.0,0.0,0.03,0.38,2008.0
4993,fragile dreams: farewell ruins of the moon,Wii,2009-01-01,Role-Playing,Rising Star Games,0.17,0.12,0.06,0.03,0.38,2009.0
4994,sd gundam g generation spirits,PS2,2007-01-01,Strategy,Namco Bandai Games,0.0,0.0,0.38,0.0,0.38,2007.0
4995,batman: arkham city,WiiU,2012-01-01,Action,Warner Bros. Interactive Entertainment,0.17,0.18,0.0,0.03,0.38,2012.0
4996,disney sing it,PS3,2008-01-01,Misc,Disney Interactive Studios,0.27,0.07,0.0,0.04,0.38,2008.0
4997,peppa pig: the game,Wii,2009-01-01,Misc,Pinnacle,0.0,0.35,0.0,0.03,0.38,2009.0
4998,god eater 2: rage burst,PSV,2015-01-01,Role-Playing,Namco Bandai Games,0.0,0.01,0.37,0.0,0.38,2015.0
4999,get fit with mel b,PS3,2010-01-01,Sports,Black Bean Games,0.15,0.17,0.0,0.07,0.38,2010.0
5000,the cat in the hat,GBA,2005-01-01,Platform,Jack of All Games,0.27,0.1,0.0,0.01,0.38,2005.0
5001,naruto shippuden: ultimate ninja heroes 3,PSP,2009-01-01,Fighting,Namco Bandai Games,0.13,0.04,0.19,0.03,0.38,2009.0
5002,nfl gameday 2002,PS2,2001-01-01,Sports,Sony Computer Entertainment,0.19,0.15,0.0,0.05,0.38,2001.0
5003,turok: evolution,GC,2002-01-01,Shooter,Acclaim Entertainment,0.3,0.08,0.0,0.01,0.38,2002.0
5004,destiny: the taken king,X360,2015-01-01,Shooter,Activision,0.22,0.12,0.0,0.03,0.38,2015.0
5005,tamagotchi connection: corner shop 3,DS,2007-01-01,Simulation,Atari,0.07,0.0,0.31,0.01,0.38,2007.0
5006,mobile suit gundam: giren no yabou zeon dokuritsu sensouden,PS2,2002-01-01,Strategy,Namco Bandai Games,0.0,0.0,0.38,0.0,0.38,2002.0
5007,ice age,GBA,2002-01-01,Action,Ubisoft,0.27,0.1,0.0,0.01,0.38,2002.0
5008,sega superstars tennis,PS2,2008-01-01,Sports,Sega,0.1,0.0,0.0,0.28,0.38,2008.0
5009,headhunter,PS2,2002-01-01,Action,Sega,0.19,0.15,0.0,0.05,0.38,2002.0
5010,skate,PS3,2007-01-01,Sports,Electronic Arts,0.29,0.05,0.0,0.04,0.38,2007.0
5011,shin megami tensei: devil summoner,SAT,1995-01-01,Role-Playing,Atlus,0.0,0.0,0.38,0.0,0.38,1995.0
5012,raving rabbids: travel in time 3d,3DS,2011-01-01,Platform,Ubisoft,0.11,0.23,0.0,0.04,0.38,2011.0
5013,ncaa football 08,PS3,2007-01-01,Sports,Electronic Arts,0.35,0.0,0.0,0.03,0.38,2007.0
5014,marvel nemesis: rise of the imperfects,GC,2005-01-01,Fighting,Electronic Arts,0.3,0.08,0.0,0.01,0.38,2005.0
5015,nhl 15,PS3,2014-01-01,Sports,Electronic Arts,0.21,0.11,0.0,0.06,0.38,2014.0
5016,espn extreme games,PS,1994-01-01,Sports,Sony Computer Entertainment,0.11,0.08,0.17,0.03,0.38,1994.0
5017,forza horizon 3,XOne,2016-01-01,Racing,Microsoft Game Studios,0.15,0.2,0.0,0.03,0.38,2016.0
5018,overlord: dark legend,Wii,2009-01-01,Action,Codemasters,0.12,0.22,0.0,0.04,0.38,2009.0
5019,ninja: shadow of darkness,PS,1998-01-01,Action,Eidos Interactive,0.21,0.14,0.0,0.02,0.38,1998.0
5020,sd gundam g generation-f,PS,2000-01-01,Strategy,Namco Bandai Games,0.0,0.0,0.36,0.02,0.38,2000.0
5021,bratz: rock angelz,PS2,2005-01-01,Misc,THQ,0.19,0.15,0.0,0.05,0.38,2005.0
5022,flatout,PS2,2004-01-01,Racing,Empire Interactive,0.19,0.15,0.0,0.05,0.38,2004.0
5023,phoenix wright: ace attorney - dual destinies,3DS,2013-01-01,Adventure,Capcom,0.0,0.0,0.38,0.0,0.38,2013.0
5024,ssx 3,GC,2003-01-01,Sports,Electronic Arts,0.29,0.08,0.0,0.01,0.38,2003.0
5025,ncaa football 11,PS2,2010-01-01,Sports,Electronic Arts,0.19,0.15,0.0,0.05,0.38,2010.0
5026,tales of zestiria,PS4,2015-01-01,Role-Playing,Namco Bandai Games,0.16,0.15,0.02,0.06,0.38,2015.0
5027,lilo & stitch 2: hämsterviel havoc,GBA,2004-01-01,Action,Disney Interactive Studios,0.27,0.1,0.0,0.01,0.38,2004.0
5028,metal gear solid: snake eater 3d,3DS,2012-01-01,Action,Konami Digital Entertainment,0.15,0.11,0.1,0.02,0.38,2012.0
5029,risk: global domination,PS2,2003-01-01,Strategy,Atari,0.19,0.15,0.0,0.05,0.38,2003.0
5030,elite beat agents,DS,2006-01-01,Misc,Nintendo,0.31,0.03,0.0,0.03,0.38,2006.0
